Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
936	-1408.351	-1492.128	83.77669	0.0279159	0.0110336	0.0161792	0.00425234	0.0400875	0.0364896	0.0127621	0.00402685	0.00927385	0.0115944	0.00434328	0.0210094	0.013134	0.0203221	0.00430959	0.0409245	0.00182544	0.0244908	0.0321657	0.0205546	0.0763894	0.0643749	0.0246754	0.0174408	0.00298401	0.0200737	0.00624155	0.0143769	0.0121124	0.0358984	0.00760364	0.0409513	0.0623933	0.00745555	0.00499875	0.0406758	0.102987	0.0193944	0.012355	0.00132074	0.114505	0.012727	0.0488663	0.00407317	0.0200506	0.013111	0.03685	0.264514	0.00657519	0.0142938	0.0142305	0.00850784	0.00683004	0.0172932	0.0300141	0.147101	0.0525683	1.043863	0.9707578	0.388692	0.630739	0.866077	1.15463	1.58544	2.57273	0.6832774	0.7168717	0.0160113	0.00632841	0.00927966	0.00243896	0.0229924	0.0209289	0.0073198	0.00230962	0.00531907	0.00665005	0.00249112	0.0120501	0.00753307	0.0116559	0.00247179	0.0234725	0.00104699	0.0140468	0.0184488	0.0117892	0.0438136	0.0369226	0.0141527	0.0100033	0.0017115	0.0115134	0.00357988	0.00824593	0.00694714	0.0205898	0.00436111	0.0234879	0.0357861	0.00427617	0.00286706	0.0233299	0.059069	0.0111238	0.00708631	0.000757517	0.065675	0.00729962	0.0280276	0.00233619	0.0115002	0.00751987	0.0211355	0.151713	0.00377124	0.00819831	0.00816201	0.00487972	0.00391741	0.00991861	0.0172148	0.0843708	0.0301509	0.48624	0.51376	0.4862399	1.743509
972	-1405.263	-1489.864	84.60064	0.0394498	0.00811575	0.0114718	0.00195361	0.0314527	0.0112718	0.00199843	0.00767921	0.00566819	0.0115078	0.00889765	0.0393744	0.00305498	0.0209005	0.0191872	0.0193966	0.00281148	0.0240112	0.017481	0.00860723	0.0487097	0.0400281	0.0416927	0.00896467	0.00325239	0.00947256	0.00889591	0.0137593	0.0240583	0.0321689	0.0106699	0.0252244	0.0356607	0.0154656	0.01158	0.0362831	0.096222	0.0229744	0.00284984	0.00142522	0.0870223	0.0249769	0.0480614	0.000212051	0.0301904	0.00482172	0.00155915	0.169711	0.00102849	0.0133482	0.00587304	0.00650487	0.00533618	0.016723	0.0199546	0.114408	0.0600837	0.826946	1.115369	0.402025	0.641199	0.870533	1.14872	1.55958	2.48741	0.6588903	0.4942734	0.0283106	0.00582415	0.00823257	0.00140198	0.0225716	0.00808908	0.00143415	0.00551088	0.0040677	0.00825838	0.00638528	0.0282565	0.00219237	0.0149989	0.0137694	0.0139197	0.00201762	0.0172313	0.012545	0.00617686	0.0349558	0.0287256	0.0299202	0.00643337	0.00233403	0.00679785	0.00638403	0.00987419	0.0172651	0.0230855	0.00765711	0.0181019	0.0255914	0.0110987	0.00831023	0.0260381	0.0690524	0.0164872	0.00204515	0.00102279	0.0624503	0.0179243	0.0344906	0.000152175	0.0216657	0.00346024	0.0011189	0.121791	0.00073808	0.00957914	0.00421471	0.00466813	0.00382943	0.012001	0.0143202	0.0821031	0.0431182	0.494454	0.505546	0.4944542	1.393464
1008	-1410.658	-1495.401	84.74284	0.0217088	0.0156487	0.0176887	0.00136234	0.0445242	0.0131824	0.0013296	0.00511873	0.0116656	0.0076052	0.00835722	0.0222073	1.71771e-05	0.00962392	0.00707265	0.0202526	0.000621491	0.0124515	0.0205946	0.00833121	0.0274697	0.0303171	0.0242383	0.00763322	0.00301844	0.00852768	0.0113698	0.0050503	0.0100323	0.0320566	0.00276866	0.0041789	0.000306088	0.00340817	0.000874472	0.00122334	0.00212947	0.0125889	0.0165559	0.00838424	0.0220778	0.0196597	0.0107338	0.0157337	0.0245405	0.0230889	0.0664008	0.036156	0.00632932	0.0956872	0.00120057	0.011681	0.00507679	0.0254026	0.0366264	0.0283662	0.00394828	0.8927065	1.071529	0.260071	0.518489	0.814712	1.22743	1.92868	3.8451	0.9738286	0.5554098	0.0242772	0.0175001	0.0197815	0.00152352	0.0497919	0.014742	0.0014869	0.00572434	0.0130457	0.00850499	0.00934598	0.0248347	1.92093e-05	0.0107625	0.00790942	0.0226488	0.000695021	0.0139246	0.0230312	0.0093169	0.0307196	0.033904	0.0271059	0.00853632	0.00337556	0.0095366	0.0127149	0.00564781	0.0112192	0.0358493	0.00309622	0.00467331	0.000342302	0.00381139	0.000977932	0.00136808	0.00238142	0.0140784	0.0185146	0.0093762	0.0246899	0.0219856	0.0120038	0.0175952	0.027444	0.0258206	0.0742568	0.0404337	0.00707816	0.107008	0.00134261	0.013063	0.00567743	0.028408	0.0409598	0.0317223	0.00441541	0.420507	0.579493	0.4205065	0.8942049
1044	-1419.149	-1503.892	84.74354	0.0151394	0.0156579	0.00987192	0.000904446	0.018873	0.0274292	0.00277435	0.00685908	0.00235815	0.00589831	0.000613849	0.0157117	0.00121761	0.00797939	0.00497521	0.0198076	0.00036138	0.0174223	0.0156497	0.0155564	0.0213462	0.0228325	0.0315108	0.035145	0.000921533	0.00557312	0.0103576	0.00312184	0.0131527	0.00891525	0.00354745	0.000818871	0.00214108	0.00550384	0.00269462	0.00109075	0.00578371	0.0115734	0.014977	0.0168087	0.015074	0.022382	0.0108542	0.0100474	0.0196652	0.0224839	0.0779474	0.0373749	0.00321137	0.117172	0.000519681	0.00372854	0.00988302	0.025827	0.026485	0.0338825	0.00484192	0.9389727	1.040685	0.276265	0.53399	0.822234	1.2162	1.87269	3.61971	0.930152	0.6015095	0.0175172	0.0181172	0.0114224	0.0010465	0.0218372	0.0317373	0.0032101	0.00793639	0.00272853	0.00682472	0.000710263	0.0181794	0.00140885	0.00923266	0.00575664	0.0229187	0.00041814	0.0201587	0.0181077	0.0179997	0.0246989	0.0264187	0.03646	0.040665	0.00106627	0.00644845	0.0119844	0.00361216	0.0152185	0.0103155	0.00410463	0.000947485	0.00247736	0.00636829	0.00311785	0.00126206	0.00669213	0.0133912	0.0173293	0.0194488	0.0174416	0.0258974	0.012559	0.0116255	0.0227539	0.0260153	0.0901901	0.0432452	0.00371576	0.135576	0.000601303	0.00431415	0.0114353	0.0298834	0.0306449	0.0392042	0.00560241	0.587616	0.412384	0.5876155	0.8642568
1080	-1416.56	-1500.163	83.60319	0.0055437	0.0033594	0.000560305	0.000124498	0.00717977	0.00354902	0.000214941	9.6573e-05	0.000869906	0.00206168	0.000918219	0.00798567	0.000124868	0.0029231	0.00150484	0.00631803	0.00115799	0.00084087	0.00453848	0.000765334	0.00874583	0.00659668	0.0020477	0.002838	0.000685742	0.000916056	0.000975309	0.00424532	0.00285748	0.00295399	0.00109526	0.000852528	0.00673548	0.00816765	0.00692386	0.00111278	0.000830794	0.000256659	0.00095414	0.00434387	0.00118476	0.0059363	0.000277925	0.00816834	0.000544639	8.14307e-06	0.00142437	0.00070371	0.00248023	0.00663001	0.0169447	9.03238e-05	0.000336036	0.00742928	0.0103398	0.000276827	0.0160908	0.8806165	1.079589	0.0626853	0.259045	0.656121	1.52411	3.86034	15.9527	2.002632	0.5437974	0.0286291	0.0173488	0.00289356	0.00064294	0.0370782	0.0183281	0.00111001	0.000498728	0.00449242	0.010647	0.00474192	0.0412401	0.000644854	0.0150956	0.00777137	0.0326279	0.00598014	0.00434247	0.0234379	0.00395239	0.0451657	0.034067	0.0105748	0.0146562	0.00354135	0.00473075	0.00503675	0.021924	0.0147568	0.0152552	0.00565623	0.00440268	0.0347838	0.0421799	0.0357566	0.0057467	0.00429044	0.00132546	0.00492743	0.0224329	0.00611841	0.0306566	0.00143528	0.0421835	0.00281266	4.20529e-05	0.0073558	0.00363414	0.0128086	0.0342391	0.0875069	0.000466455	0.00173538	0.0383668	0.0533975	0.00142961	0.0830972	0.598695	0.401305	0.5986945	0.1936386
1116	-1413.265	-1497.907	84.64137	0.0117046	0.00681974	0.00421219	0.000770866	0.0281216	0.00495848	0.000548637	0.00298047	0.0044459	0.00577312	0.00432072	0.025648	0.000464634	0.00489531	0.00273603	0.0123265	0.000344063	0.00923074	0.00703386	0.0039435	0.0206303	0.0249758	0.00552666	0.00986684	0.00304627	0.000918137	0.00900585	0.00845399	0.00292928	0.0266395	0.00100869	0.000551639	0.00261068	0.00321714	0.00473313	0.00310022	0.00470018	0.0154888	0.00562196	0.00809406	0.00722754	0.00494612	0.00401049	0.0094654	0.00903313	0.0192741	0.0634304	0.0231992	0.00289393	0.0712063	0.000677342	0.00624617	0.0040625	0.0401877	0.0431062	0.0260096	0.000992127	0.8566091	1.095594	0.164825	0.415088	0.760093	1.31563	2.40913	6.06705	1.303601	0.5212449	0.0183352	0.0106831	0.00659838	0.00120756	0.0440524	0.00776745	0.000859438	0.0046689	0.00696449	0.00904359	0.0067684	0.0401776	0.000727849	0.0076685	0.00428599	0.0193095	0.000538975	0.0144599	0.0110185	0.00617749	0.0323173	0.0391246	0.00865751	0.0154564	0.00477198	0.00143826	0.0141077	0.0132432	0.00458871	0.0417307	0.00158012	0.000864142	0.00408963	0.00503965	0.00741444	0.0048565	0.00736283	0.0242632	0.0088068	0.0126793	0.0113219	0.00774809	0.00628242	0.0148275	0.0141504	0.0301929	0.0993636	0.0363416	0.00453333	0.111544	0.00106106	0.00978461	0.0063639	0.062954	0.0675259	0.040744	0.00155417	0.39338	0.60662	0.3933804	0.6383663
1152	-1410.409	-1494.925	84.51581	0.0172786	0.00843874	0.00553179	0.00470672	0.0217854	0.00828976	0.00206585	0.00380708	0.00451704	0.00673705	0.00190532	0.0063806	0.000828822	0.0105535	0.00676115	0.0180462	0.000251746	0.0142829	0.00916696	0.00452219	0.0216514	0.0300804	0.0112974	0.00903231	0.00195296	0.00457662	0.0116183	0.011462	0.0091987	0.0148699	0.00134949	0.0028416	0.00408076	0.000119589	0.00293386	0.00402202	0.00163434	0.00272695	0.0115374	0.0118346	0.0198618	0.0132745	0.00338036	0.00639446	0.0287542	0.0243926	0.0926643	0.0326266	0.00217414	0.0787892	0.00457599	0.00950541	0.000650915	0.0378811	0.0416719	0.0175987	0.00269263	1.013796	0.9908027	0.207139	0.464023	0.786985	1.27067	2.15507	4.82768	1.138375	0.6821379	0.0233002	0.0113796	0.0074596	0.00634699	0.0293776	0.0111787	0.00278579	0.00513383	0.00609121	0.00908489	0.00256932	0.00860422	0.00111766	0.0142314	0.00911738	0.0243352	0.000339478	0.0192605	0.0123616	0.00609816	0.0291969	0.0405633	0.0152345	0.01218	0.00263356	0.00617156	0.0156673	0.0154564	0.0124044	0.020052	0.00181979	0.00383188	0.00550289	0.000161265	0.00395631	0.00542368	0.00220391	0.00367729	0.0155581	0.0159589	0.0267836	0.0179006	0.0045584	0.0086229	0.0387749	0.0328933	0.124958	0.0439968	0.00293182	0.106247	0.00617071	0.012818	0.000877757	0.0510825	0.0561944	0.0237318	0.003631	0.503841	0.496159	0.503841	0.7415666
1188	-1414.965	-1499.636	84.6703	0.0112143	0.00129837	0.00678368	0.00161372	0.0348898	0.00964018	0.0072508	6.77345e-05	0.00361323	0.00255434	0.0039048	0.0143624	0.00190466	0.0150379	0.00565574	0.0232952	0.000621378	0.0157153	0.0115103	0.0114375	0.0262965	0.0263108	0.010845	0.0200462	0.00489526	0.0041716	0.00759309	0.00907501	0.0081544	0.0189687	0.000971643	0.000286729	0.00361078	9.5537e-05	0.00112931	0.00250168	0.00379429	0.0145184	0.0120535	0.014297	0.00927318	0.00423534	0.00552391	0.00189321	0.0174956	0.0265209	0.0612048	0.0227085	0.00156572	0.0630159	0.0040878	0.00348499	0.00159029	0.0156677	0.0305186	0.020605	0.00215408	0.8704964	1.086336	0.179392	0.432591	0.769951	1.29878	2.31165	5.57439	1.242364	0.5342095	0.0169009	0.00195676	0.0102236	0.00243201	0.0525819	0.0145286	0.0109276	0.000102082	0.00544545	0.00384961	0.00588486	0.0216454	0.00287048	0.0226633	0.00852368	0.0351078	0.000936469	0.0236842	0.0173471	0.0172373	0.0396311	0.0396527	0.0163443	0.0302114	0.00737758	0.00628695	0.0114434	0.0136768	0.0122894	0.0285875	0.00146435	0.000432124	0.00544175	0.000143982	0.00170196	0.00377025	0.00571832	0.0218804	0.0181656	0.0215468	0.0139755	0.00638301	0.00832501	0.00285323	0.0263674	0.0399692	0.0922409	0.0342237	0.00235968	0.0949703	0.00616067	0.00525217	0.00239671	0.0236125	0.0459942	0.0310536	0.00324639	0.408265	0.591735	0.4082648	0.6635323
1224	-1413.73	-1498.012	84.2824	0.0145867	0.00912205	0.00942706	0.0143974	0.0494238	0.0284116	0.0119729	0.000303712	0.00611197	0.00251629	0.0111543	0.0219865	0.00135598	0.0176126	0.0144696	0.0675242	4.66502e-05	0.0209631	0.0217984	0.0117771	0.0396196	0.0634134	0.0238545	0.0174564	0.00635932	0.00261267	0.00246542	0.0230696	0.0134587	0.0227839	0.00278856	0.000686499	0.0058	0.00274927	0.0105486	0.00219939	0.0105019	0.0377866	0.025159	0.0494923	0.0299331	0.016375	0.00312307	0.00901189	0.0389978	0.0225668	0.113615	0.0460776	0.00319616	0.206451	0.0048882	0.0221908	0.00125813	0.0461452	0.0716055	0.026267	0.0381149	0.9403737	1.039751	0.3293	0.581739	0.8445	1.18413	1.71898	3.03675	0.8031751	0.6029481	0.0104371	0.00652701	0.00674525	0.0103016	0.0353637	0.0203291	0.00856688	0.000217312	0.00437324	0.00180046	0.00798115	0.0157318	0.000970233	0.0126021	0.0103533	0.0483149	3.33791e-05	0.0149996	0.0155972	0.00842678	0.0283486	0.0453735	0.0170684	0.0124904	0.00455022	0.00186942	0.00176406	0.0165067	0.00962995	0.0163024	0.00199527	0.000491204	0.00415002	0.00196716	0.00754772	0.00157371	0.00751429	0.0270371	0.0180018	0.0354127	0.0214178	0.0117166	0.00223462	0.00644819	0.0279037	0.016147	0.0812938	0.0329695	0.00228692	0.14772	0.00349761	0.015878	0.000900221	0.0330178	0.0512352	0.0187946	0.027272	0.438721	0.561279	0.4387207	1.397585
1260	-1410.739	-1494.666	83.92726	0.0368129	0.02221	0.0462687	0.00258471	0.0782024	0.0147895	0.0163445	0.00984613	0.00577846	0.00996039	0.0064196	0.0527403	0.00256587	0.0166907	0.0122161	0.0189449	6.21786e-05	0.0294836	0.0139689	0.014576	0.0759818	0.0776729	0.0380059	0.0210466	0.00773093	0.0127819	0.0105772	0.0299077	0.0205652	0.0535872	0.0021469	0.00012187	0.00443507	0.00339025	0.0107657	0.00754954	0.00574571	0.044175	0.0524666	0.0313526	0.0517025	0.0556331	0.0150338	0.00984112	0.0470219	0.0229794	0.164756	0.0698613	0.00198709	0.200732	0.0191243	0.0229058	0.0039309	0.0644579	0.120771	0.0639749	0.0570336	0.9650714	1.023286	0.570542	0.760573	0.91816	1.08914	1.3148	1.75272	0.4057629	0.6287403	0.0192514	0.0116148	0.0241964	0.00135168	0.0408962	0.0077342	0.00854738	0.00514906	0.00302186	0.00520882	0.00335715	0.0275807	0.00134183	0.00872843	0.00638844	0.0099073	3.25165e-05	0.0154185	0.0073051	0.00762257	0.0397349	0.0406192	0.0198753	0.0110064	0.00404291	0.00668433	0.00553137	0.0156403	0.0107546	0.0280236	0.00112273	6.37321e-05	0.00231933	0.00177294	0.00562994	0.00394805	0.00300474	0.0231015	0.0274375	0.0163959	0.027038	0.0290935	0.00786197	0.00514644	0.0245902	0.0120171	0.0861595	0.0365342	0.00103915	0.104973	0.0100011	0.0119786	0.00205567	0.0337085	0.0631575	0.0334559	0.0298259	0.347435	0.652565	0.3474355	1.912218
1296	-1411.36	-1495.533	84.17313	0.0550544	0.0189997	0.00873568	0.00905124	0.0576791	0.0462165	0.00320977	0.00616228	0.0102953	0.0196248	0.00233801	0.0608962	0.00163442	0.0198742	0.0421618	0.033932	3.13238e-05	0.0179287	0.0291555	0.0232552	0.0302588	0.0480326	0.0759224	0.0246001	0.00355943	0.00937617	0.0100321	0.0260945	0.0190249	0.0491413	0.0144172	0.000351323	0.0048639	0.00802371	0.000758414	0.0137977	0.00184294	0.00488931	0.0468202	0.0245458	0.0363591	0.055102	0.00568005	0.03202	0.0527512	0.0112597	0.123626	0.128822	0.0126303	0.207663	0.00583293	0.00798482	0.00935512	0.0702037	0.109971	0.0925796	0.075644	0.7768288	1.148781	0.552868	0.748989	0.913774	1.09436	1.33513	1.80875	0.4285172	0.4508135	0.0286731	0.00989528	0.00454966	0.004714	0.03004	0.0240702	0.00167169	0.0032094	0.00536192	0.0102208	0.00121767	0.0317156	0.000851226	0.0103507	0.0219584	0.0176722	1.63139e-05	0.00933748	0.0151846	0.0121116	0.0157592	0.025016	0.0395414	0.012812	0.0018538	0.00488323	0.00522484	0.0135903	0.00990843	0.0255934	0.00750868	0.000182974	0.00253318	0.00417886	0.000394992	0.00718604	0.000959827	0.00254642	0.0243846	0.0127838	0.0189363	0.0286979	0.00295825	0.0166764	0.0274735	0.00586419	0.064386	0.0670924	0.00657801	0.108154	0.00303787	0.0041586	0.00487227	0.036563	0.0572744	0.0482167	0.0393964	0.431706	0.568294	0.431706	1.920074
1332	-1411.802	-1496.309	84.50747	0.0302581	0.0110557	0.0188072	0.00709415	0.0431312	0.0267353	0.00537643	0.00215799	0.00242063	0.00923186	0.00446934	0.0261446	0.0098306	0.0128339	0.00783768	0.0549617	0.00854769	0.0250704	0.0272736	0.00702269	0.0305532	0.0419471	0.0309857	0.00801266	0.00393535	0.0260009	0.0128368	0.0227128	0.0101933	0.0398248	0.00996684	0.0258085	0.00546082	0.0148936	0.0252377	0.00293177	0.0516948	0.0380828	0.00505988	0.0334635	0.193475	0.0058485	0.0971779	0.0215582	0.0254461	0.0183707	0.00155421	0.0426439	0.00156701	0.0419338	0.00927506	0.0808775	0.0094518	0.00232061	0.0317445	0.0101743	0.0112441	0.9786833	1.014211	0.475378	0.695811	0.893018	1.1198	1.43717	2.10359	0.537707	0.6433133	0.0218545	0.00798521	0.0135839	0.00512388	0.0311523	0.0193101	0.00388322	0.00155865	0.00174835	0.00666788	0.00322806	0.0188834	0.00710033	0.00926951	0.00566091	0.0396971	0.00617372	0.0181076	0.0196989	0.00507227	0.0220676	0.030297	0.02238	0.00578729	0.00284238	0.0187796	0.0092716	0.0164047	0.00736232	0.0287642	0.00719873	0.0186406	0.00394417	0.0107571	0.0182284	0.00211753	0.0373375	0.027506	0.00365459	0.0241696	0.139741	0.00422419	0.0701885	0.0155708	0.0183789	0.0132686	0.00112256	0.0308003	0.0011318	0.0302875	0.00669908	0.0584152	0.00682674	0.0016761	0.022928	0.00734856	0.00812126	0.432081	0.567919	0.4320813	1.384527
1368	-1424.809	-1508.553	83.7439	0.0302216	0.0346947	0.00722774	0.00871059	0.0597936	0.0229555	0.00200282	0.00021762	0.0222519	0.0217856	0.00458321	0.0409557	0.0273139	0.0476987	0.0121252	0.065916	0.00604997	0.0106045	0.0399934	0.0199969	0.086522	0.0823575	0.0501743	0.0390188	0.0133485	0.0178312	0.0126549	0.0159564	0.0273406	0.0431779	0.0152571	0.00582666	0.0082627	0.0240133	0.00359098	0.0136265	0.00966188	0.015537	0.0400155	0.028567	0.0281174	0.0254045	9.88076e-05	0.090564	0.072194	0.0073541	0.17993	0.0774262	0.0023966	0.118683	0.00670612	0.015259	0.00742804	0.0731356	0.111745	0.0776506	0.0668004	0.9955453	1.00297	0.563455	0.75595	0.916415	1.09121	1.32284	1.77477	0.4148017	0.6617317	0.0151204	0.0173584	0.00361616	0.00435805	0.0299157	0.011485	0.00100204	0.000108879	0.011133	0.0108997	0.00229306	0.0204908	0.0136656	0.0238645	0.00606645	0.0329789	0.0030269	0.0053056	0.0200094	0.0100048	0.0432884	0.0412048	0.0251031	0.0195218	0.00667848	0.00892126	0.00633147	0.00798327	0.013679	0.0216026	0.00763339	0.00291518	0.00413397	0.0120143	0.00179663	0.00681756	0.004834	0.0077734	0.0200204	0.0142925	0.0140676	0.0127103	4.94351e-05	0.0453107	0.0361199	0.00367938	0.0900222	0.0387377	0.00119906	0.059379	0.00335518	0.00763434	0.00371637	0.036591	0.0559079	0.0388499	0.0334214	0.491447	0.508553	0.4914473	1.998733
1404	-1410.58	-1494.995	84.41551	0.0227003	0.0109313	0.0104742	0.0206941	0.0337463	0.0138855	0.000880063	0.00146313	0.00784717	0.0119331	0.00286733	0.0273763	0.0095535	0.0111569	0.00746624	0.0457542	0.00125346	0.0127779	0.0293647	0.00307206	0.02411	0.0275078	0.0415504	0.0135768	0.0094302	0.0063469	0.0123025	0.00898252	0.0120455	0.0429399	0.0181624	0.0380665	0.00609217	0.017788	0.00674676	0.000982447	0.0358984	0.0638577	0.0143374	0.0188219	0.0948296	0.000601632	0.108795	0.00536698	0.0152083	0.00871793	0.00629927	0.0662796	0.00424171	0.0278712	0.0019163	0.0589288	0.00639835	0.00154578	0.0269655	0.00954775	0.0100085	1.038162	0.9745588	0.324156	0.57729	0.842479	1.18697	1.73223	3.08493	0.8145584	0.7101755	0.0195985	0.00943761	0.009043	0.0178664	0.0291352	0.0119882	0.000759811	0.00126321	0.00677493	0.0103025	0.00247553	0.0236356	0.0082481	0.00963242	0.00644605	0.0395023	0.00108219	0.0110319	0.0253523	0.00265229	0.0208156	0.0237491	0.035873	0.0117216	0.00814165	0.00547966	0.0106215	0.00775514	0.0103996	0.0370726	0.0156807	0.0328651	0.00525973	0.0153575	0.00582488	0.000848205	0.0309932	0.0551322	0.0123784	0.0162501	0.081872	0.000519425	0.0939291	0.00463363	0.0131302	0.00752671	0.00543853	0.0572232	0.00366212	0.0240629	0.00165445	0.0508767	0.00552408	0.00133457	0.0232809	0.00824314	0.00864091	0.531211	0.468789	0.531211	1.158266
1440	-1413.149	-1497.507	84.35827	0.0446191	0.00452473	0.0190383	0.00403016	0.0627809	0.0387885	0.00417448	0.000866914	0.0102009	0.0264633	0.00311028	0.0285954	0.00129311	0.021683	0.00645645	0.0900135	0.00701754	0.0175926	0.0321162	0.0111637	0.0467997	0.0261838	0.041962	0.0196181	0.0134827	0.00881547	0.00349861	0.0123804	0.0201343	0.0354853	0.0085627	0.0178579	0.00856539	0.0212259	0.00946577	0.0106128	0.0547964	0.0785477	0.00314427	0.0103471	0.234441	0.00100123	0.16244	0.00318705	0.0282175	0.0233826	0.00265364	0.0436326	0.0236307	0.0401997	0.00080297	0.0621909	0.0122462	0.00192889	0.0448384	0.00169962	0.0082933	0.8809872	1.079342	0.453123	0.679729	0.886527	1.128	1.47117	2.20691	0.5723755	0.5441509	0.0282256	0.0028623	0.0120434	0.00254944	0.0397146	0.0245372	0.00264074	0.000548401	0.00645299	0.0167404	0.00196754	0.0180892	0.000818007	0.0137164	0.00408429	0.0569417	0.00443923	0.0111289	0.0203164	0.00706208	0.029605	0.0165636	0.0265448	0.0124102	0.00852902	0.00557658	0.00221319	0.00783171	0.0127368	0.0224476	0.00541668	0.0112967	0.00541838	0.0134273	0.00598795	0.00671353	0.0346637	0.0496885	0.00198903	0.00654548	0.148305	0.000633368	0.102758	0.0020161	0.0178501	0.0147916	0.00167867	0.0276016	0.0149486	0.0254299	0.000507951	0.0393414	0.00774686	0.0012202	0.0283644	0.00107516	0.00524626	0.440427	0.559573	0.4404272	1.580802
1476	-1408.814	-1493.071	84.25752	0.0641781	0.02715	0.019771	0.00190494	0.0613146	0.0119342	0.00957461	0.000301402	0.0141968	0.00628753	0.00616251	0.0588275	0.00271186	0.0246442	0.0159032	0.0557904	0.0253073	0.0320587	0.0357562	0.0181744	0.0369863	0.0446556	0.0461781	0.0202241	0.00221754	0.0123069	0.00447842	0.00907304	0.0183405	0.0328748	0.023407	0.0296605	0.023093	0.00245873	0.0023057	0.00389338	0.103193	0.00376301	0.0173633	0.00896781	0.194049	0.0066552	0.0720078	0.040879	0.0197577	0.00184656	0.0192676	0.0715239	0.0456195	0.0684989	0.208041	0.000342212	0.0172119	0.0587715	0.0435015	0.0724953	0.00310472	0.8202046	1.119864	0.627422	0.796654	0.931532	1.0735	1.25525	1.59382	0.3370478	0.4882765	0.0341198	0.0144341	0.0105111	0.00101275	0.0325974	0.0063447	0.00509027	0.000160238	0.00754763	0.00334272	0.00327625	0.0312752	0.00144174	0.0131019	0.0084548	0.0296605	0.0134544	0.0170438	0.0190095	0.00966231	0.0196635	0.0237408	0.0245502	0.010752	0.00117894	0.00654287	0.00238092	0.00482362	0.0097506	0.0174776	0.0124441	0.0157688	0.0122772	0.00130717	0.00122581	0.00206988	0.0548617	0.00200058	0.00923107	0.00476767	0.103165	0.00353819	0.0382824	0.021733	0.010504	0.000981708	0.0102435	0.0380252	0.0242533	0.0364169	0.110603	0.000181934	0.0091506	0.0312454	0.0231273	0.0385416	0.0016506	0.440393	0.559607	0.4403933	1.880963
